id,st1tol_LDabt,st1tol_TD1abt,st1tol_TD2abt,sv2tol_LDabt,sv2tol_TD1abt,sv2tol_TD2abt,vtol_LDabt,vtol_TD1abt,vtol_TD2abt,DL1M_ctrltol_LDabt,DL1M_ctrltol_TD1abt,DL1M_ctrltol_TD2abt,DL2M_ctrltol_LDabt,DL2M_ctrltol_TD1abt,DL2M_ctrltol_TD2abt,LLM_ctrltol_LDabt,LLM_ctrltol_TD1abt,LLM_ctrltol_TD2abt,SettM_ctrltol_LDabt,SettM_ctrltol_TD1abt,SettM_ctrltol_TD2abt,DL1fb_ctrltol_LDabt,DL1fb_ctrltol_TD1abt,DL1fb_ctrltol_TD2abt,DL2fb_ctrltol_LDabt,DL2fb_ctrltol_TD1abt,DL2fb_ctrltol_TD2abt,LLfb_ctrltol_LDabt,LLfb_ctrltol_TD1abt,LLfb_ctrltol_TD2abt,Settfb_ctrltol_LDabt,Settfb_ctrltol_TD1abt,Settfb_ctrltol_TD2abt,DL1V_ctrltol_LDabt,DL1V_ctrltol_TD1abt,DL1V_ctrltol_TD2abt,DL2V_ctrltol_LDabt,DL2V_ctrltol_TD1abt,DL2V_ctrltol_TD2abt,LLV_ctrltol_LDabt,LLV_ctrltol_TD1abt,LLV_ctrltol_TD2abt,SettV_ctrltol_LDabt,SettV_ctrltol_TD1abt,SettV_ctrltol_TD2abt,loc_ctrlst1tol_LDabt,loc_ctrlst1tol_TD1abt,loc_ctrlst1tol_TD2abt,loc_ctrlsv2tol_LDabt,loc_ctrlsv2tol_TD1abt,loc_ctrlsv2tol_TD2abt,loc_ctrlvtol_LDabt,loc_ctrlvtol_TD1abt,loc_ctrlvtol_TD2abt,st1tol_LDpier,st1tol_TD1pier,st1tol_TD2pier,sv2tol_LDpier,sv2tol_TD1pier,sv2tol_TD2pier,vtol_LDpier,vtol_TD1pier,vtol_TD2pier,DL1M_ctrltol_LDpier,DL1M_ctrltol_TD1pier,DL1M_ctrlst1tol_TD2pier,DL2M_ctrltol_LDpier,DL2M_ctrltol_TD1pier,DL2M_ctrltol_TD2pier,LLM_ctrltol_LDpier,LLM_ctrltol_TD1pier,LLM_ctrltol_TD2pier,SettM_ctrltol_Ldpier,SettM_ctrltol_TD1pier,SettM_ctrltol_TD2pier,DL1fb_ctrltol_Ldpier,DL1fb_ctrltol_TD1pier,DL1fb_ctrltol_TD2pier,DL2fb_ctrltol_LDpier,DL2fb_ctrltol_TD1pier,DL2fb_ctrltol_TD2pier,LLfb_ctrltol_LDpier,LLfb_ctrltol_TD1pier,LLfb_ctrltol_TD2pier,Settfb_ctrltol_LDpier,Settfb_ctrltol_TD1pier,Settfb_ctrltol_TD2pier,DL1V_ctrltol_LDpier,DL1V_ctrltol_TD1pier,DL1V_ctrltol_TD2pier,DL2V_ctrltol_Ldpier,DL2V_ctrltol_TD1pier,DL2V_ctrltol_TD2pier,LLV_ctrltol_LDpier,LLV_ctrltol_TD1pier,LLV_ctrltol_TD2pier,SettV_ctrltol_LDpier,SettV_ctrltol_TD1pier,SettV_ctrltol_TD2pier,loc_ctrlst1tol_LDpier,loc_ctrlst1tol_TD1pier,loc_ctrlst1tol_TD2pier,loc_ctrlsv2tol_LDpier,loc_ctrlsv2tol_TD1pier,loc_ctrlsv2tol_TD2pier,loc_ctrlvtol_LDpier,loc_ctrlvtol_TD1pier,loc_ctrlvtol_TD2pier
Steel_3_1_49,7.210895997,8.684194636,8.809992816,12.0378093,13.10126284,13.64281525,37.75898361,32.83194351,37.0682373,-9326455.807,-8905502.71,-8901755.33,201869.2795,-833041.3662,-809585.6817,-7390563.5,-6257977,-6014645.5,-2055595.942,-1851053.721,-1876817.851,-8574.626568,-7489.361721,-7483.648591,157.9122451,-2398.700494,-2575.371905,-6794.776855,-4224.224121,-3926.0271,-1889.885045,-1879.242233,-1820.529254,"86405.4844,51993.8828,80184.5,69199.0078,162734.1094","86491.0156,51993.8828,80184.5,69199.0078,162734.1094","86405.4844,51993.8828,80184.5,69199.0078,162734.1094","34440.3945,10544.0967,26189.8613,15987.5273,28411.9785","31879.1523,10544.0967,26189.8613,15987.5273,28411.9785","34440.3945,10544.0967,26189.8613,15987.5273,28411.9785","32046.4531,103165.1641,117754.8438,175967.9063,204303.5313","34223.4688,103165.1641,117754.8438,175967.9063,204303.5313","32046.4531,103165.1641,117754.8438,175967.9063,204303.5313","3903.061,57935.6133,0,0,0","4933.6133,57935.6133,0,0,0","3972.0615,57935.6133,0,0,0","0.043478,6,2","0.043478,2,2","1,10,1","0.043478,6,2","1,1,1","1,11,1","2,11","2,1","2,11",4.61431094,5.726790172,5.605741733,7.887527618,8.686343649,9.012171366,11.8971529,11.23788166,12.05901909,-9326471.418,-8901789.757,-8905131.237,201613.8887,-876517.387,-755335.4717,-7740694.5,-6304262,-6554142.5,-3079478.391,-2784145.075,-2792532.588,-8574.639075,-7481.225871,-7491.666985,157.7124656,-2394.149928,-2580.616393,-7116.682129,-4070.762939,-4363.964844,-2831.227693,-2858.813027,-2691.311709,"86491.1875,51993.8828,80184.5,69199.0078,162734.1094","86405.5625,51993.8828,80184.5,69199.0078,162734.1094","86491.1875,51993.8828,80184.5,69199.0078,162734.1094","34870.5586,10544.0967,26189.8613,15987.5273,28411.9785","31470.1309,10544.0967,26189.8613,15987.5273,28411.9785","34870.5586,10544.0967,26189.8613,15987.5273,28411.9785","35800.0977,103165.1641,117754.8438,175967.9063,204303.5313","32563.0645,103165.1641,117754.8438,175967.9063,204303.5313","35800.0977,103165.1641,117754.8438,175967.9063,204303.5313","9463.2227,57935.6133,0,0,0","11243.3418,57935.6133,0,0,0","9390.0674,57935.6133,0,0,0","1,6,2","0.043478,2,3","0.043478,10,3","1,6,2","1,1,2","1,11,2","3,11","3,1","3,11"
Steel_3_1_50,4.918369322,1.778804053,8.261046285,10.32293,4.612626253,11.09281162,30.66207123,1.717677951,15.34845161,-40528405.66,-40528405.66,-36315104.27,-5261508.855,-5261508.855,-1516259.707,-23355284,-23355284,-16233953,-2081401.761,-5755047.921,-3435477.105,-14968.53486,-15785.58436,-14968.4827,-625.9261858,-2049.314381,-624.9727393,-6698.180176,-9096.69043,-6691.319336,-1520.683055,-2241.543784,-1416.036796,"119547.6875,51993.8828,80184.5,69199.0078,162734.1094","119551.4063,51993.8828,80184.5,69199.0078,162734.1094","221795.375,51993.8828,80184.5,69199.0078,162734.1094","14354.7842,10544.0967,26189.8613,15987.5273,28411.9785","15207.1318,10544.0967,26189.8613,15987.5273,28411.9785","8116.8447,10544.0967,26189.8613,15987.5273,28411.9785","127652.2813,103165.1641,117754.8438,175967.9063,204303.5313","129891.6719,103165.1641,117754.8438,175967.9063,204303.5313","150303.5625,103165.1641,117754.8438,175967.9063,204303.5313","1585.705,57935.6133,0,0,0","25401.7363,57935.6133,0,0,0","17595.2695,57935.6133,0,0,0","1,1,1","1,1,1","1,4,1","0.026316,4,2","1,1,1","1,4,1","4,1","1,7","2,2",2.846636788,2.893502319,3.315726448,7.405991822,4.485971612,8.456646058,3.088271379,4.051359177,1.169213772,-40529059.32,-34232516.2,-40528454.5,-5553220.924,-4864491.607,-5261485.885,-23814670,-20243972,-23356100,-3185213.892,-8311221.125,-3086838.688,-14968.30908,-13333.22923,-14968.38907,-619.005547,-1894.679431,-619.9398714,-6856.93457,-7884.860352,-6864.27002,-2092.720436,-3237.152202,-1831.47313,"119550.7969,51993.8828,80184.5,69199.0078,162734.1094","170682.2344,51993.8828,80184.5,69199.0078,162734.1094","119550.7969,51993.8828,80184.5,69199.0078,162734.1094","15206.8115,10544.0967,26189.8613,15987.5273,28411.9785","33774.125,10544.0967,26189.8613,15987.5273,28411.9785","15206.8115,10544.0967,26189.8613,15987.5273,28411.9785","129882.125,103165.1641,117754.8438,175967.9063,204303.5313","130458.8359,103165.1641,117754.8438,175967.9063,204303.5313","129882.125,103165.1641,117754.8438,175967.9063,204303.5313","14134.0762,57935.6133,0,0,0","43136.9922,57935.6133,0,0,0","37332.6602,57935.6133,0,0,0","0.026316,7,3","1,1,2","1,1,1","0.026316,4,3","1,1,2","1,4,2","1,7","3,1","1,7"
Steel_3_1_51,12.06242944,12.44266544,15.7340751,15.19951262,14.74828855,19.0034718,69.16719055,34.16277695,56.76676559,-27371856.26,-25380643.85,-26476697.6,-512851.0235,-5253695.468,-1858785.74,-16345851,-11648020,-13974950,-2694787.717,-3315452.407,-2293848.946,-12152.67391,-10723.3393,-11755.13444,-227.6960022,-2219.702369,-825.2651599,-7257.243652,-4921.324219,-6204.609375,-1196.433977,-1400.78876,-1018.424866,"184566.875,51993.8828,80184.5,69199.0078,162734.1094","164003.6875,51993.8828,80184.5,69199.0078,162734.1094","184406.7188,51993.8828,80184.5,69199.0078,162734.1094","1583.2294,10544.0967,26189.8613,15987.5273,28411.9785","39996.043,10544.0967,26189.8613,15987.5273,28411.9785","2249.4299,10544.0967,26189.8613,15987.5273,28411.9785","139873.9844,103165.1641,117754.8438,175967.9063,204303.5313","57889.9609,103165.1641,117754.8438,175967.9063,204303.5313","140259.8906,103165.1641,117754.8438,175967.9063,204303.5313","4230.3799,57935.6133,0,0,0","8480.5693,57935.6133,0,0,0","4760.1978,57935.6133,0,0,0","0.028571,3,2","1,1,1","0.028571,5,2","0.028571,3,2","1,1,1","0.028571,5,2","2,3","2,1","2,4",7.946223127,8.971243796,10.15765734,10.11030237,10.39337651,12.44662671,25.78488922,16.23253441,25.05039978,-27371434.16,-25062455.17,-26596994.71,-493626.6904,-5368422.738,-1647619.847,-16788926,-10254558,-14782486,-3996249.349,-4898501.805,-3425198.741,-12152.4064,-10589.00414,-11808.54234,-219.1607676,-2268.174991,-731.5115602,-7453.960449,-4332.582031,-6563.139648,-1774.25794,-2069.631963,-1520.722441,"184565.6406,51993.8828,80184.5,69199.0078,162734.1094","162178.8906,51993.8828,80184.5,69199.0078,162734.1094","62957.7422,51993.8828,80184.5,69199.0078,162734.1094","1411.626,10544.0967,26189.8613,15987.5273,28411.9785","40294.1719,10544.0967,26189.8613,15987.5273,28411.9785","13655.1396,10544.0967,26189.8613,15987.5273,28411.9785","140085.9688,103165.1641,117754.8438,175967.9063,204303.5313","53278.4102,103165.1641,117754.8438,175967.9063,204303.5313","41077.8594,103165.1641,117754.8438,175967.9063,204303.5313","9056.1084,57935.6133,0,0,0","15645.667,57935.6133,0,0,0","7961.897,57935.6133,0,0,0","1,4,2","1,1,2","0.028571,5,3","1,4,2","1,1,2","0.028571,5,3","3,4","3,1","1,6"
Steel_3_1_52,9.062114838,10.9349212,10.82040749,14.11573082,14.28780313,14.63982048,42.60076141,37.81491089,41.16678238,-16311554.03,-16311554.03,-16307725.66,-1233709.857,-1233709.857,-1239447.635,-11331028,-11331028,-11324400,-2394412.922,-1984325.672,-2006178.435,-9874.658913,-8990.264,-8991.906242,-746.8596961,-1932.49943,-2050.207625,-6859.544922,-6831.51709,-6636.405273,-1449.522752,-1413.531819,-1388.716433,"128605.7969,51993.8828,80184.5,69199.0078,162734.1094","128657.5859,51993.8828,80184.5,69199.0078,162734.1094","128605.7969,51993.8828,80184.5,69199.0078,162734.1094","35346.1289,10544.0967,26189.8613,15987.5273,28411.9785","33014.957,10544.0967,26189.8613,15987.5273,28411.9785","35346.1289,10544.0967,26189.8613,15987.5273,28411.9785","75487.7813,103165.1641,117754.8438,175967.9063,204303.5313","75554.5078,103165.1641,117754.8438,175967.9063,204303.5313","75487.7813,103165.1641,117754.8438,175967.9063,204303.5313","3781.9563,57935.6133,0,0,0","4571.5903,57935.6133,0,0,0","4014.9426,57935.6133,0,0,0","1,2,1","1,2,1","0.034483,6,2","1,2,1","1,1,1","1,7,1","2,7","2,1","2,7",5.854697395,7.079834914,7.015189215,9.275390187,9.504069993,9.602787423,13.29264927,12.92588711,13.16317654,-16307776.24,-16307776.24,-16311661.28,-1247500.199,-1247500.199,-1225245.377,-11716357,-11716357,-11720534,-3588846.917,-2967811.107,-2997389.949,-9872.367185,-8986.270496,-8995.902342,-755.2080535,-1937.856971,-2046.285816,-7092.814453,-6814.068848,-7027.990723,-2172.605741,-2127.255276,-2064.132322,"128658,51993.8828,80184.5,69199.0078,162734.1094","128605.8203,51993.8828,80184.5,69199.0078,162734.1094","128658,51993.8828,80184.5,69199.0078,162734.1094","35388.2539,10544.0967,26189.8613,15987.5273,28411.9785","32989.2031,10544.0967,26189.8613,15987.5273,28411.9785","35388.2539,10544.0967,26189.8613,15987.5273,28411.9785","76716.6406,103165.1641,117754.8438,175967.9063,204303.5313","75426.3984,103165.1641,117754.8438,175967.9063,204303.5313","76716.6406,103165.1641,117754.8438,175967.9063,204303.5313","9187.2041,57935.6133,0,0,0","10346.6768,57935.6133,0,0,0","9327.3936,57935.6133,0,0,0","1,2,2","1,2,2","0.034483,6,3","1,2,2","1,1,2","1,7,2","3,7","3,1","3,7"
Steel_3_1_53,0,0,0,2.900428717,3.917666033,3.897882658,32.52335358,37.03853607,36.20959091,,,,,,,,,,,,,-12065.1624,-11146.16156,-11140.34006,-132.2756533,-700.5492076,-696.4796472,-12279.74316,-11495.96191,-11478.58984,-4081.774452,-3371.532599,-3396.975911,"82978.6797,51993.8828,80184.5,69199.0078,162734.1094","67728.5859,51993.8828,80184.5,69199.0078,162734.1094","67645.7969,51993.8828,80184.5,69199.0078,162734.1094","2574.4819,10544.0967,26189.8613,15987.5273,28411.9785","17369.0332,10544.0967,26189.8613,15987.5273,28411.9785","18276.9785,10544.0967,26189.8613,15987.5273,28411.9785","107990.0313,103165.1641,117754.8438,175967.9063,204303.5313","41572.0117,103165.1641,117754.8438,175967.9063,204303.5313","41671.0703,103165.1641,117754.8438,175967.9063,204303.5313","6984.8403,57935.6133,0,0,0","5192.0806,57935.6133,0,0,0","5032.7354,57935.6133,0,0,0","1,1,1,0.071429,0.071429,0.071429,3,4,5,3,4,5,1,1,1,2,2,2","1,1,1,0.071429,0.071429,0.071429,3,4,5,3,4,5,1,1,1,2,2,2","1,1,1,0.071429,0.071429,0.071429,3,4,5,3,4,5,1,1,1,2,2,2","1,3,1","1,2,1","0.071429,6,2","2,6","2,1","2,7",0,0,0,1.950018143,2.629914169,2.62111287,11.22753716,11.38187408,11.55431747,,,,,,,,,,,,,-12063.6641,-11142.46803,-11146.21709,-143.1732543,-715.7890921,-683.7257943,-12280.08594,-11489.9668,-11486.40625,-6066.123523,-5020.995058,-5050.423102,"82978.7656,51993.8828,80184.5,69199.0078,162734.1094","67645.8359,51993.8828,80184.5,69199.0078,162734.1094","67728.8359,51993.8828,80184.5,69199.0078,162734.1094","3130.7178,10544.0967,26189.8613,15987.5273,28411.9785","17293.2813,10544.0967,26189.8613,15987.5273,28411.9785","18356.8887,10544.0967,26189.8613,15987.5273,28411.9785","108023.2422,103165.1641,117754.8438,175967.9063,204303.5313","41906.8359,103165.1641,117754.8438,175967.9063,204303.5313","43966.3906,103165.1641,117754.8438,175967.9063,204303.5313","15024.2256,57935.6133,0,0,0","13166.251,57935.6133,0,0,0","12416.0879,57935.6133,0,0,0","1,1,1,0.071429,0.071429,0.071429,3,4,5,3,4,5,2,2,2,3,3,3","1,1,1,0.071429,0.071429,0.071429,3,4,5,3,4,5,2,2,2,3,3,3","1,1,1,0.071429,0.071429,0.071429,3,4,5,3,4,5,2,2,2,3,3,3","0.071429,3,3","0.071429,2,3","0.071429,6,3","3,2","3,1","3,7"
Steel_3_1_54,6.38205069,6.332496768,6.296126705,12.19052898,12.05028933,12.02640323,50.22161484,42.90803528,43.20476151,-15499418.46,-15507224.73,-15499418.46,-2467356.364,-2269262.878,-2467356.364,-12096015,-12175298,-12096015,-2295125.241,-2328739.631,-2326447.087,-10053.10226,-10053.98772,-10053.10226,-1600.349173,-1475.176004,-1600.349173,-7845.58252,-7895.156738,-7845.58252,-1488.638542,-1510.929076,-1508.954168,"131728.2969,51993.8828,80184.5,69199.0078,162734.1094","131788.9844,51993.8828,80184.5,69199.0078,162734.1094","131728.2969,51993.8828,80184.5,69199.0078,162734.1094","26467.7676,10544.0967,26189.8613,15987.5273,28411.9785","24420.8184,10544.0967,26189.8613,15987.5273,28411.9785","26467.7676,10544.0967,26189.8613,15987.5273,28411.9785","78422.3594,103165.1641,117754.8438,175967.9063,204303.5313","78468.4141,103165.1641,117754.8438,175967.9063,204303.5313","78422.3594,103165.1641,117754.8438,175967.9063,204303.5313","3247.5703,57935.6133,0,0,0","4225.5459,57935.6133,0,0,0","4103.9824,57935.6133,0,0,0","1,5,1","0.037037,1,2","1,5,1","1,5,1","1,1,1","1,5,1","2,5","2,1","2,5",3.9852956,4.066649152,3.972562978,7.921887255,7.942163297,7.896577615,15.46385002,14.85900688,14.74571609,-15507179.76,-15499385.04,-15507179.76,-2469056.684,-2268445.115,-2469056.684,-12611668,-12528435,-12611668,-3446023.446,-3476963.791,-3457068.434,-10058.11761,-10048.85392,-10058.11761,-1601.452016,-1474.664499,-1601.452016,-8180.039551,-8122.429199,-8180.039551,-2235.121303,-2255.975223,-2242.28518,"131788.5313,51993.8828,80184.5,69199.0078,162734.1094","131728.25,51993.8828,80184.5,69199.0078,162734.1094","131788.5313,51993.8828,80184.5,69199.0078,162734.1094","26496.1934,10544.0967,26189.8613,15987.5273,28411.9785","24398.2539,10544.0967,26189.8613,15987.5273,28411.9785","26496.1934,10544.0967,26189.8613,15987.5273,28411.9785","80458.125,103165.1641,117754.8438,175967.9063,204303.5313","79689.5156,103165.1641,117754.8438,175967.9063,204303.5313","80458.125,103165.1641,117754.8438,175967.9063,204303.5313","8437.249,57935.6133,0,0,0","9662.9932,57935.6133,0,0,0","9398.6572,57935.6133,0,0,0","1,5,2","0.037037,1,3","1,5,2","1,5,2","1,1,2","1,5,2","3,5","3,1","3,5"
Steel_3_1_55,3.002767049,3.972818834,3.512452405,10.08248199,10.32962973,11.29511608,42.70713806,32.64717102,40.38927841,-6680022.011,-6680022.011,-6651918.117,-44094.57617,-44094.57617,-106341.4853,-5480019,-5480019,-5409969,-1385807.026,-1047431.521,-1207467.261,-9604.469475,-8731.846837,-9204.7075,-63.39861553,-2866.930558,-765.5211932,-7879.101074,-5236.755859,-6746.39502,-1992.495551,-2090.436982,-1882.181434,"76307.7578,51993.8828,80184.5,69199.0078,162734.1094","74353.2578,51993.8828,80184.5,69199.0078,162734.1094","76307.7578,51993.8828,80184.5,69199.0078,162734.1094","2490.4587,10544.0967,26189.8613,15987.5273,28411.9785","28962.9492,10544.0967,26189.8613,15987.5273,28411.9785","2490.4587,10544.0967,26189.8613,15987.5273,28411.9785","82024.1563,103165.1641,117754.8438,175967.9063,204303.5313","34619.2539,103165.1641,117754.8438,175967.9063,204303.5313","82024.1563,103165.1641,117754.8438,175967.9063,204303.5313","4376.0557,57935.6133,0,0,0","5363.752,57935.6133,0,0,0","4725.1606,57935.6133,0,0,0","1,3,1","1,3,1","1,9,1","1,3,1","1,1,1","1,10,1","2,10","2,1","2,10",1.812453206,2.590968419,2.12629683,6.56244152,6.917249889,7.545746027,16.74657631,11.93144321,13.10274506,-6706896.957,-6651905.037,-6685045.744,27681.84365,-147486.0486,1241.424174,-5725826.5,-5475443.5,-5769373.5,-2085802.499,-1572839.178,-1742594.429,-9644.42463,-8500.31844,-9303.132247,30.03236674,-2704.944776,-568.7064853,-8222.774414,-4014.458496,-7537.652344,-3001.322136,-3408.282355,-2694.129003,"72695.8516,51993.8828,80184.5,69199.0078,162734.1094","72695.8516,51993.8828,80184.5,69199.0078,162734.1094","27845.6504,51993.8828,80184.5,69199.0078,162734.1094","26739.5234,10544.0967,26189.8613,15987.5273,28411.9785","26739.5234,10544.0967,26189.8613,15987.5273,28411.9785","11261.3965,10544.0967,26189.8613,15987.5273,28411.9785","28971.6602,103165.1641,117754.8438,175967.9063,204303.5313","28971.6602,103165.1641,117754.8438,175967.9063,204303.5313","25318.125,103165.1641,117754.8438,175967.9063,204303.5313","6749.522,57935.6133,0,0,0","12549.6846,57935.6133,0,0,0","8572.543,57935.6133,0,0,0","1,4,2","0.05,3,3","1,9,2","0.05,4,3","1,1,2","1,10,2","3,1","3,1","1,11"
Steel_3_1_56,18.30606725,17.84307259,18.33014086,24.31230471,23.69740107,24.1280124,77.21974945,64.52373505,75.44358826,-21474826.33,-21474826.33,-21453597.47,-2538089.18,-2538089.18,-2697187.057,-12642506,-12642506,-12163719,-1811649.368,-1858658.312,-1845555.549,-10166.36464,-10166.36464,-10156.47487,-1201.554528,-1201.554528,-1276.872912,-5985.077637,-5985.077637,-5758.415527,-857.6513067,-879.9057687,-873.7028017,"137205.375,51993.8828,80184.5,69199.0078,162734.1094","137312.1563,51993.8828,80184.5,69199.0078,162734.1094","137205.375,51993.8828,80184.5,69199.0078,162734.1094","26093.6387,10544.0967,26189.8613,15987.5273,28411.9785","24050.8203,10544.0967,26189.8613,15987.5273,28411.9785","26093.6387,10544.0967,26189.8613,15987.5273,28411.9785","57304.5078,103165.1641,117754.8438,175967.9063,204303.5313","56259.4414,103165.1641,117754.8438,175967.9063,204303.5313","57304.5078,103165.1641,117754.8438,175967.9063,204303.5313","1714.7593,57935.6133,0,0,0","2316.6204,57935.6133,0,0,0","1901.6283,57935.6133,0,0,0","1,1,1","1,1,1","1,11,1","1,1,1","1,1,1","1,11,1","2,11","2,1","2,11",11.90005514,11.90320264,11.88583182,15.96800627,15.72467721,15.93448919,23.42887688,22.26018715,22.63293648,-21474593.57,-21458173.26,-21469432.67,-2740144.031,-2538427.008,-2700968.938,-12946861,-12421722,-12937923,-2720932.041,-2820320.578,-2730167.17,-10166.26764,-10158.51695,-10163.82269,-1297.209135,-1201.714459,-1278.663289,-6129.162109,-5880.556152,-6124.930664,-1288.114004,-1335.165442,-1292.485998,"137204.5625,51993.8828,80184.5,69199.0078,162734.1094","137204.5625,51993.8828,80184.5,69199.0078,162734.1094","137310.9375,51993.8828,80184.5,69199.0078,162734.1094","24024.4004,10544.0967,26189.8613,15987.5273,28411.9785","24024.4004,10544.0967,26189.8613,15987.5273,28411.9785","26139.5742,10544.0967,26189.8613,15987.5273,28411.9785","55656.6836,103165.1641,117754.8438,175967.9063,204303.5313","55656.6836,103165.1641,117754.8438,175967.9063,204303.5313","58050.4688,103165.1641,117754.8438,175967.9063,204303.5313","4754.2861,57935.6133,0,0,0","5550.2666,57935.6133,0,0,0","4729.854,57935.6133,0,0,0","0.027778,11,3","1,1,2","1,11,2","0.027778,11,3","1,1,2","1,11,2","3,1","3,1","3,11"
Steel_3_1_57,0.170230096,0.437049932,0.260755951,1.896250453,3.698603241,2.282384782,24.22830391,10.87837029,17.95649719,-2487436.313,-2487436.313,-2475409.851,35735.52787,35735.52787,-17722.09965,-3293726,-3293726,-3228166,-1468278.594,-571891.6497,-1267015.954,-10334.07411,-10724.80553,-10334.07411,-73.98409412,33.77225607,-73.98409412,-13476.55957,-12972.98145,-13476.55957,-6366.466167,-3364.537917,-5289.386105,"55307.707,51993.8828,80184.5,69199.0078,162734.1094","47620.8867,51993.8828,80184.5,69199.0078,162734.1094","52831.4609,51993.8828,80184.5,69199.0078,162734.1094","0,10544.0967,26189.8613,15987.5273,28411.9785","16826.5234,10544.0967,26189.8613,15987.5273,28411.9785","422.0652,10544.0967,26189.8613,15987.5273,28411.9785","87771.4375,103165.1641,117754.8438,175967.9063,204303.5313","41800.2188,103165.1641,117754.8438,175967.9063,204303.5313","88137.8516,103165.1641,117754.8438,175967.9063,204303.5313","9640.0537,57935.6133,0,0,0","15428.3506,57935.6133,0,0,0","11466.874,57935.6133,0,0,0","0.090909,4,2","0.090909,4,2","0.090909,5,2","0.090909,5,2","1,3,1","0.090909,5,2","2,3","2,1","2,5",0.11068737,0.268271573,0.148037735,1.299086386,2.505283102,1.602715215,7.410494804,4.666901112,5.353367329,-2490445.957,-2490445.957,-2568314.93,42414.50832,42414.50832,22526.1299,-3300886.5,-3300886.5,-3223319.75,-2156841.475,-889900.885,-1769894.395,-10721.91147,-9363.211109,-10721.91147,57.18830306,-604.7665481,57.18830306,-13456.32813,-12166.16895,-13456.32813,-9115.675753,-5674.409691,-7388.74265,"45138.0156,51993.8828,80184.5,69199.0078,162734.1094","45138.0156,51993.8828,80184.5,69199.0078,162734.1094","16453.6563,51993.8828,80184.5,69199.0078,162734.1094","15667.6553,10544.0967,26189.8613,15987.5273,28411.9785","15667.6553,10544.0967,26189.8613,15987.5273,28411.9785","5460.0073,10544.0967,26189.8613,15987.5273,28411.9785","36744.0664,103165.1641,117754.8438,175967.9063,204303.5313","36744.0664,103165.1641,117754.8438,175967.9063,204303.5313","31917.3164,103165.1641,117754.8438,175967.9063,204303.5313","19273.3184,57935.6133,0,0,0","33598.8906,57935.6133,0,0,0","20495.9336,57935.6133,0,0,0","0.090909,4,3","0.090909,4,3","0.090909,5,3","0.090909,5,3","0.090909,2,3","0.090909,5,3","3,1","3,1","1,7"
Steel_3_1_58,4.664394383,6.4899225,6.479199193,8.485927307,10.25992021,10.25595821,27.43745422,29.13307381,29.41713524,-8558128.53,-8181232.947,-8180746.841,-223092.9666,-602952.4508,-607204.2739,-7022285.5,-6250450.5,-6238745,-2746935.828,-2181815.509,-2187862.427,-8304.744251,-7063.930522,-7067.629528,-216.487364,-1518.230089,-1609.100805,-6814.361328,-4445.183105,-4409.762695,-2665.601276,-2498.957188,-2495.191345,"99151.0547,51993.8828,80184.5,69199.0078,162734.1094","89089.0859,51993.8828,80184.5,69199.0078,162734.1094","89079.9375,51993.8828,80184.5,69199.0078,162734.1094","1413.3025,10544.0967,26189.8613,15987.5273,28411.9785","22996.8691,10544.0967,26189.8613,15987.5273,28411.9785","24529.3223,10544.0967,26189.8613,15987.5273,28411.9785","111218.5625,103165.1641,117754.8438,175967.9063,204303.5313","39366.8516,103165.1641,117754.8438,175967.9063,204303.5313","39008.7031,103165.1641,117754.8438,175967.9063,204303.5313","6754.6973,57935.6133,0,0,0","6577.9639,57935.6133,0,0,0","6466.1274,57935.6133,0,0,0","0.05,3,2","0.05,2,2","1,5,1","0.05,3,2","1,1,1","1,6,1","2,4","2,1","2,6",3.012594985,4.227830431,4.207364858,5.600037565,6.796852168,6.799320022,9.358802795,9.520439148,9.471720695,-8558119.773,-8180735.556,-8181222.83,-222914.2608,-604410.7909,-605669.2284,-7282051,-6466800.5,-6480600.5,-4102256.521,-3259356.322,-3268950.83,-8304.735,-7063.08905,-7068.439049,-216.3139495,-1519.546623,-1608.162599,-7066.435547,-4580.104004,-4614.996582,-3980.792018,-3746.326754,-3724.475788,"99152.2188,51993.8828,80184.5,69199.0078,162734.1094","89079.8516,51993.8828,80184.5,69199.0078,162734.1094","89088.9609,51993.8828,80184.5,69199.0078,162734.1094","1409.8385,10544.0967,26189.8613,15987.5273,28411.9785","22992.7188,10544.0967,26189.8613,15987.5273,28411.9785","24535.8848,10544.0967,26189.8613,15987.5273,28411.9785","111209.0859,103165.1641,117754.8438,175967.9063,204303.5313","41004.0078,103165.1641,117754.8438,175967.9063,204303.5313","41369.9414,103165.1641,117754.8438,175967.9063,204303.5313","15271.5264,57935.6133,0,0,0","15428.6592,57935.6133,0,0,0","15172.6455,57935.6133,0,0,0","1,4,2","0.05,2,3","1,5,2","1,4,2","1,1,2","1,6,2","3,4","3,1","3,6"
