id	st1tol_LDabt	st1tol_TD1abt	st1tol_TD2abt	sv2tol_LDabt	sv2tol_TD1abt	sv2tol_TD2abt	vtol_LDabt	vtol_TD1abt	vtol_TD2abt	DL1M_ctrltol_LDabt	DL1M_ctrltol_TD1abt	DL1M_ctrltol_TD2abt	DL2M_ctrltol_LDabt	DL2M_ctrltol_TD1abt	DL2M_ctrltol_TD2abt	LLM_ctrltol_LDabt	LLM_ctrltol_TD1abt	LLM_ctrltol_TD2abt	SettM_ctrltol_LDabt	SettM_ctrltol_TD1abt	SettM_ctrltol_TD2abt	DL1fb_ctrltol_LDabt	DL1fb_ctrltol_TD1abt	DL1fb_ctrltol_TD2abt	DL2fb_ctrltol_LDabt	DL2fb_ctrltol_TD1abt	DL2fb_ctrltol_TD2abt	LLfb_ctrltol_LDabt	LLfb_ctrltol_TD1abt	LLfb_ctrltol_TD2abt	Settfb_ctrltol_LDabt	Settfb_ctrltol_TD1abt	Settfb_ctrltol_TD2abt	DL1V_ctrltol_LDabt	DL1V_ctrltol_TD1abt	DL1V_ctrltol_TD2abt	DL2V_ctrltol_LDabt	DL2V_ctrltol_TD1abt	DL2V_ctrltol_TD2abt	LLV_ctrltol_LDabt	LLV_ctrltol_TD1abt	LLV_ctrltol_TD2abt	SettV_ctrltol_LDabt	SettV_ctrltol_TD1abt	SettV_ctrltol_TD2abt	loc_ctrlst1tol_LDabt	loc_ctrlst1tol_TD1abt	loc_ctrlst1tol_TD2abt	loc_ctrlsv2tol_LDabt	loc_ctrlsv2tol_TD1abt	loc_ctrlsv2tol_TD2abt	loc_ctrlvtol_LDabt	loc_ctrlvtol_TD1abt	loc_ctrlvtol_TD2abt	st1tol_LDpier	st1tol_TD1pier	st1tol_TD2pier	sv2tol_LDpier	sv2tol_TD1pier	sv2tol_TD2pier	vtol_LDpier	vtol_TD1pier	vtol_TD2pier	DL1M_ctrltol_LDpier	DL1M_ctrltol_TD1pier	DL1M_ctrlst1tol_TD2pier	DL2M_ctrltol_LDpier	DL2M_ctrltol_TD1pier	DL2M_ctrltol_TD2pier	LLM_ctrltol_LDpier	LLM_ctrltol_TD1pier	LLM_ctrltol_TD2pier	SettM_ctrltol_Ldpier	SettM_ctrltol_TD1pier	SettM_ctrltol_TD2pier	DL1fb_ctrltol_Ldpier	DL1fb_ctrltol_TD1pier	DL1fb_ctrltol_TD2pier	DL2fb_ctrltol_LDpier	DL2fb_ctrltol_TD1pier	DL2fb_ctrltol_TD2pier	LLfb_ctrltol_LDpier	LLfb_ctrltol_TD1pier	LLfb_ctrltol_TD2pier	Settfb_ctrltol_LDpier	Settfb_ctrltol_TD1pier	Settfb_ctrltol_TD2pier	DL1V_ctrltol_LDpier	DL1V_ctrltol_TD1pier	DL1V_ctrltol_TD2pier	DL2V_ctrltol_Ldpier	DL2V_ctrltol_TD1pier	DL2V_ctrltol_TD2pier	LLV_ctrltol_LDpier	LLV_ctrltol_TD1pier	LLV_ctrltol_TD2pier	SettV_ctrltol_LDpier	SettV_ctrltol_TD1pier	SettV_ctrltol_TD2pier	loc_ctrlst1tol_LDpier	loc_ctrlst1tol_TD1pier	loc_ctrlst1tol_TD2pier	loc_ctrlsv2tol_LDpier	loc_ctrlsv2tol_TD1pier	loc_ctrlsv2tol_TD2pier	loc_ctrlvtol_LDpier	loc_ctrlvtol_TD1pier	loc_ctrlvtol_TD2pier
Steel_2_1_58	6.364122783	8.502541119	8.235291106	10.66323102	12.44710837	12.72749717	47.16212082	45.3289032	50.80636215	-16793036.64	-15887822.85	-15887771.9	354140.315	-1197409.698	-1106992.259	-10510790	-8774502	-8989153	-2686509.888	-2281069.372	-2323212.9	-11423.18962	-9557.098547	-9564.835606	204.4315636	-2701.024673	-2879.259546	-7149.778809	-3801.649414	-3900.295166	-1827.450748	-1831.729255	-1766.688363	133723.5313	120861.7266	133723.5313	4226.9814	38622.5742	4226.9814	113633.8516	37347.1875	113633.8516	4770.8457	5328.4834	4463.375	"1,4,1"	"0.038462,2,2"	"1,7,1"	"1,4,1"	"1,1,1"	"1,8,1"	"2,7"	"2,1"	"2,7"	18.92688048	20.11079291	20.18155622	19.26369611	19.56622062	19.83265092	28.74912262	28.1172142	27.74291611	6861180.468	2378236.457	1736814.83	-175652.6467	695902.335	575436.6149	11274612	4800326.5	4133402.5	3054204.084	3826622.307	3918225.339	1856.138113	1546.056529	2100.484147	-49.39835438	393.1469558	541.2480327	3495.182861	2509.144043	2631.004639	2136.117715	2161.8334	2089.380888	40077.5703	36350.5039	36350.0156	1509.2855	11714.9277	12630.6279	71489.375	25378.625	25978.5918	4464.1182	5855.2358	5855.1509	"0.46154,4,2"	"0.34615,1,2"	"0.73077,8,1"	"0.34615,4,2"	"0.34615,1,2"	"0.69231,8,1"	"3,2"	"3,1"	"1,8"
Steel_2_1_59	11.00327006	12.4247064	12.32599893	15.39874448	15.44520612	15.3988295	79.07572174	96.22044373	91.04853058	-21791000.77	-21597356.91	-21597473.11	-999799.1955	-1741296.75	-1760888.732	-9001083	-8481653	-8547316	-2099306.621	-1877181.387	-1880892.758	-12105.15763	-12105.07091	-12105.15763	-2052.343542	-1949.758551	-2052.343542	-4957.161133	-4842.589355	-4957.161133	-1259.725388	-1272.226749	-1259.718432	155355.9063	152910.5625	152911.2344	240.9305	9670.3037	8979.6387	96746.9844	77872.4375	77747.4297	3068.7468	2972.2275	3103.134	"0.033333,9,2"	"1,2,1"	"0.033333,10,2"	"0.033333,11,2"	"1,1,1"	"0.033333,11,2"	"2,6"	"2,2"	"2,10"	25.1276413	25.81160673	25.72753518	26.69492183	27.39767922	27.27698779	49.43071747	63.12917328	63.21842194	6296806.036	4664727.982	4670378.904	945681.235	678722.6746	728933.2467	8896030	7978019	7812471.5	2987597.151	3062637.108	3081191.622	2609.777337	2609.777337	2612.932786	324.4634655	324.4634655	348.4666362	3425.368652	3425.368652	3354.290527	1502.637101	1464.09408	1472.964068	46276.3164	46037.668	46276.3164	1651.2971	2576.8921	1651.2971	59282.1563	47521.8945	59282.1563	2933.1353	2609.0754	2293.4292	"0.4,1,2"	"0.36667,1,2"	"0.36667,11,2"	"0.36667,1,2"	"0.36667,1,2"	"0.36667,11,2"	"3,9"	"1,2"	"3,9"
Steel_2_1_60	12.77138687	12.99676756	12.78398078	16.7196179	16.77739681	16.73415814	88.41808319	74.6479187	82.96530151	-45697802.21	-45697803.29	-45720874.03	-5744634.286	-5374793.527	-5703546.793	-20791102	-20416334	-20797232	-2513031.943	-2555498.786	-2511479.097	-15178.56409	-15170.85932	-15178.56409	-1893.47431	-1784.334175	-1893.47431	-6904.304688	-6777.853516	-6904.304688	-834.4906917	-848.3793463	-833.7656062	241272.25	241272.0781	241272.25	39787.3906	37192.125	39787.3906	90936.6094	88760.1328	90936.6094	2489.6187	3149.6338	2629.0842	"0.025641,7,2"	"1,1,1"	"1,7,1"	"1,7,1"	"1,1,1"	"1,7,1"	"2,7"	"2,1"	"2,7"	22.32967563	23.42142868	22.85055044	35.80687062	36.9311586	36.6199895	68.97119141	57.94948959	56.80275345	22277628.44	22277628.44	23433007.82	2071169.092	2071169.092	2351371.049	24867936	24867936	25638298	2562712.563	2443255.749	2366767.06	5165.012552	4906.095691	5178.522532	478.9721589	443.8015596	499.8186701	5643.328613	5202.535156	5593.404785	964.0520797	958.1829651	943.4801334	71568.6953	71569.6328	71568.6953	11724.7646	10865.7061	11724.7646	53824.4141	52200.3438	53824.4141	2793.1858	3391.991	3391.5496	"0.51282,1,2"	"0.51282,1,2"	"0.53846,7,2"	"0.41026,1,2"	"0.64103,1,1"	"0.41026,7,2"	"1,7"	"3,1"	"1,7"
Steel_2_1_61	10.22003684	5.170939432	10.17781019	13.26854332	7.942039091	13.21139685	43.66024017	8.635886192	17.01254082	-35526927.98	-36444648.46	-35526904.69	-3098935.049	-4489035.147	-3128971.535	-14775977	-19284106	-14750632	-2576949.07	-4253282.57	-2588326.982	-15442.01088	-14609.65422	-15441.94866	-1346.965053	-1799.519365	-1360.020537	-6422.439941	-7730.418945	-6411.423828	-1120.081669	-1705.013238	-1125.027126	212505.9531	188974.9531	212505.9531	15392.8525	29434.8301	15392.8525	117277.0703	112865	117277.0703	5125.2373	19689.4707	12787.3223	"0.027027,3,2"	"1,1,1"	"1,4,1"	"0.027027,3,2"	"1,1,1"	"1,4,1"	"2,3"	"2,1"	"2,3"	21.24853997	13.85151048	14.57828595	29.83917352	21.83124567	22.39115586	28.55715942	7.869429111	7.625856876	19065529.69	-36445144.3	-36444643.2	2133022.872	-4899029.72	-4489018.036	18390448	-19617174	-19284492	2773122.654	-1508671.05	-1508594.951	4247.07049	-14609.88862	-14609.68104	509.5391566	-1963.873876	-1799.512506	3946.394531	-7863.936035	-7730.57373	1260.526785	-604.7809118	-604.7504063	68120.5469	68122.7109	68120.5469	9121.0869	7746.7427	9121.0869	79696.1406	78261.2813	79696.1406	4595.7646	17214.4883	17210.1309	"0.54054,1,2"	"0.027027,6,2"	"1,1,1"	"0.40541,1,2"	"0.027027,6,2"	"1,1,1"	"1,6"	"3,1"	"1,6"
Steel_2_1_62	9.323009421	10.11428127	10.11732725	18.81792873	18.70301643	18.56526027	58.05664444	51.74488068	50.4057312	-15249697.66	-15249697.66	-15249674.24	-1834660.076	-1834660.076	-1829245.885	-8141332.5	-8141332.5	-8141853	-1722327.315	-1587584.264	-1587688.11	-9907.837606	-9907.846876	-9907.81833	-2480.415275	-2326.266158	-2480.324758	-5181.498047	-5179.834473	-5181.353027	-1109.356931	-1124.529951	-1124.471065	120128.5156	120128.4922	120128.5156	38272.543	35114.8633	38272.543	49712.5625	49695.1016	49712.5625	2204.0696	2578.7095	2575.5164	"1,2,1"	"1,2,1"	"1,12,1"	"0.033333,13,2"	"1,1,1"	"1,13,1"	"2,13"	"2,1"	"2,13"	30.46572671	30.82863544	30.81545909	28.9545358	29.25427817	29.2470652	38.57774353	33.34012985	32.90797043	3853909.148	3853877.693	3853909.148	887578.3235	845921.2477	887578.3235	7614268.5	7615009.5	7614268.5	2574652.496	2545992.455	2545432.118	1416.45544	1416.392109	1416.45544	340.56703	321.4530316	340.56703	3146.490723	3147.011719	3146.490723	1438.549728	1424.442585	1424.161341	36091.0977	36090.4414	36091.0977	11684.1475	10721.6338	11684.1475	31665.25	31650.8496	31665.25	2802.9348	3280.1333	3285.8577	"0.36667,13,2"	"0.36667,1,2"	"0.36667,13,2"	"0.33333,13,2"	"0.33333,1,2"	"0.33333,13,2"	"1,13"	"1,1"	"1,13"
Steel_2_1_63	1.164279222	2.285073059	1.579635903	3.299980636	4.946840022	3.756277683	18.93202591	22.04586411	16.97472763	-4342357.704	-4342357.704	-4342324.196	20554.30457	20554.30457	28440.36229	-3311634.25	-3311634.25	-3184308.5	-1636310.758	-833725.0348	-1351547.176	-12377.65948	-9338.482885	-8845.792017	41.43498843	-3140.488084	-324.1001624	-9439.78125	-5399.581055	-8911.925781	-4664.287941	-4144.377738	-5123.317797	57533.5547	19620.5684	57533.5547	1113.2996	5915.7295	1113.2996	102316.4922	33155.9219	102316.4922	14088.8848	6431.6172	17678.3203	"1,3,1"	"1,3,1"	"0.076923,4,2"	"1,3,1"	"1,1,1"	"0.076923,5,2"	"2,5"	"1,6"	"2,5"	9.070574866	6.776131087	6.658451054	9.266624092	10.55373888	10.60375463	7.718720913	6.650509357	6.695520401	-174230.9228	-3437406.152	-3437176.179	60931.16597	-1286432.592	-1155946.821	1438927.25	-1849227.125	-1987472.5	2553180.083	-667958.5901	-667974.0205	5389.217836	973.2859966	1080.380359	1043.106044	258.9166146	319.25091	3506.213379	-3713.540527	-3948.124756	3939.902856	4841.450093	4831.583971	19622.6973	19622.6973	19620.5313	5495.2271	5495.2271	5915.7295	33989.2305	33989.2305	33155.9063	18248.5195	21179.6172	21176.9395	"0.84615,5,1"	"0.076923,6,2"	"1,1,1"	"0.69231,1,2"	"0.38462,1,2"	"0.76923,6,1"	"3,1"	"3,1"	"1,6"
Steel_2_1_64	12.36761532	9.006924286	14.93991902	12.62926278	9.83087702	15.26039594	58.91443634	23.46224403	28.40674782	-38477980.66	-36991544.95	-37472643.69	-2136810.793	-4247407.46	-2739176.988	-16014039	-18096182	-16266022	-3088357.376	-3910995.652	-2560823.021	-15324.28492	-14336.08749	-14923.8576	-851.0072366	-1646.081429	-1090.905871	-6377.758301	-7013.169434	-6478.113281	-1229.970611	-1515.705139	-1019.874539	254164.7656	220001.875	254165.4688	11172.7725	32274.6973	11140.8594	140946.2031	98907.7188	140848.7031	5689.7051	11485.96	10780.3428	"0.029412,3,2"	"1,1,1"	"1,5,1"	"0.029412,3,2"	"1,1,1"	"1,5,1"	"2,4"	"2,1"	"2,3"	18.98866311	18.53235059	18.96208198	27.15232636	27.23598498	27.4584466	46.4977684	22.28474426	21.88307762	19024120.5	19980936.53	19846354.57	1824701.158	1983595.806	2067043.664	20339504	21034668	20080306	3163553.491	3100549.811	3121731.428	3612.793554	5387.302997	4404.903949	397.596323	552.9376094	493.6799974	3991.974121	5001.21875	4191.59668	1410.562147	1287.200556	1353.038681	69199.3281	69200.0547	69199.3281	10472.6182	9737.9648	10472.6182	64647.2617	63079.75	64647.2617	4221.0977	8971.7051	8969.1045	"0.52941,1,2"	"0.55882,1,2"	"0.5,6,1"	"0.38235,1,2"	"0.44118,1,2"	"0.64706,6,1"	"1,6"	"3,1"	"1,6"
Steel_2_1_65	7.573961391	5.648813653	8.924948227	12.19155216	9.140161128	14.1106447	47.83367157	16.79071808	29.29212952	-14336486.78	-14336534.08	-14336486.78	-3079038.686	-2874423.645	-3079038.686	-9685067	-9402048	-9685067	-1836354.218	-2595146.808	-1558381.695	-11802.70216	-10788.79969	-11304.00308	-155.7521028	-2163.099909	-840.7373512	-6366.198242	-7075.355469	-6605.993164	-1621.244594	-1952.934751	-1365.456283	141576.5313	124551.6797	141576.5313	918.9575	30456.4355	918.9575	101987.7656	72400.7969	101987.7656	5533.188	9671.9521	7977.4097	"0.041667,7,2"	"1,1,1"	"0.041667,7,2"	"0.041667,4,2"	"1,1,1"	"0.041667,6,2"	"2,4"	"2,1"	"2,4"	19.32352221	17.86880979	18.61798549	20.92215549	19.95467672	20.29552434	26.16798973	13.54288864	13.45014381	7298819.712	7298819.712	7182365.087	1269183.639	1269183.639	1326962.945	11865566	11865566	10634470	2247182.173	2430126.859	2451996.581	3198.460887	4873.625897	4763.276969	589.8153462	786.6731656	820.3973674	4709.325195	6376.736328	5770.187988	1796.640936	1681.307303	1695.698062	38462.4141	38463.0742	38462.4141	10351.0547	9670.3457	10351.0547	50938.7148	50937.8711	50938.7148	4674.2705	9094.6484	9094.0488	"0.54167,1,2"	"0.54167,1,2"	"0.54167,7,1"	"0.41667,1,2"	"0.5,1,2"	"0.58333,7,1"	"1,7"	"3,1"	"1,7"
Steel_2_1_66	11.74504263	10.23321213	13.37796225	13.42452184	11.60051639	15.28801482	86.53315735	29.38107109	48.33108521	-36175894.14	-36240614.88	-36175900.66	-1654914.039	-5892482.23	-1651328.06	-17089092	-13999067	-17082376	-2445414.351	-3013725.569	-2148149.296	-15580.48882	-15062.37775	-15580.44454	-712.7464762	-2506.891513	-711.202049	-7360.013672	-5822.342285	-7357.121094	-1053.203018	-1281.122776	-925.1754499	243353.2969	220856.4219	243353.2969	7334.021	42246.418	7334.021	150480.3594	81349.25	150480.3594	5289.2104	10491.499	8352.7285	"1,3,1"	"0.030303,1,2"	"0.030303,3,2"	"1,3,1"	"1,1,1"	"0.030303,3,2"	"2,3"	"2,1"	"2,3"	20.40622194	19.67426263	20.07727375	31.43460487	32.18381725	32.38968093	50.61821365	24.65780258	24.51855278	18814748.24	20461223.05	20604502.59	2917745.514	2977775.672	3125469.091	15402650	16874942	16376203	2514111.608	2368265.491	2346083.182	5330.309248	6803.834425	6963.530562	814.026534	1002.27447	1074.663825	4184.273438	4872.623535	4744.200195	1142.565936	1036.52964	1027.930637	72163.4766	72163.1719	72163.4766	12713.5381	11908.9844	12713.5381	57346.293	57159.4141	57346.293	4747.2305	9799.3086	9800.5918	"0.57576,1,2"	"0.63636,1,2"	"0.42424,5,1"	"0.45455,1,2"	"0.51515,1,2"	"0.54545,5,1"	"1,5"	"3,1"	"1,5"
Steel_2_1_67	10.45515254	10.51532845	10.3742695	16.99913315	16.81836468	16.85563928	68.39683533	57.27473831	64.26409149	-23786807.34	-23786835.46	-23786807.34	-3245423.327	-3051698.883	-3245423.327	-11373755	-11089352	-11373755	-2237768.695	-2295322.776	-2255215.469	-11914.54528	-11914.54612	-11913.48873	-1625.590507	-1528.556442	-1606.340077	-5696.966797	-5554.512695	-5693.780762	-1120.869353	-1149.697447	-1131.861918	150840.6094	150840.5156	150840.6094	29662.0566	27518.1914	29662.0566	55759.4688	53814.3008	55759.4688	2162.2712	2870.2197	2283.3311	"0.030303,12,2"	"1,1,1"	"0.030303,12,2"	"0.030303,12,2"	"1,1,1"	"1,12,1"	"2,12"	"2,1"	"2,12"	27.52842324	28.29318154	27.88325476	28.75754343	29.31055173	28.9645577	42.22040176	36.23546982	35.25360107	8280238.261	6750728.184	8293641.985	893563.1616	815113.5593	958810.2423	11406398	9247147	11086365	2808963.106	2937632.305	2789777.24	1673.162396	2552.955468	1679.15189	200.6382922	289.3716746	193.4196123	3188.109131	3335.467529	3049.934082	1442.461785	1375.667215	1438.396354	45343.3438	45344.1445	45343.3438	9289.7461	8532.8623	9289.7461	35897.5039	34377.7539	35897.5039	3062.1836	3667.4365	3667.3308	"0.42424,1,2"	"0.66667,1,1"	"0.42424,12,2"	"0.33333,1,2"	"0.69697,1,1"	"0.33333,12,2"	"1,12"	"3,1"	"1,12"
Steel_2_1_68	12.67219311	12.62662244	12.47971155	13.0661531	12.96536003	12.86768756	94.22314453	75.0449295	77.86199188	-35770738.42	-35770113.2	-35770738.42	-4918756.484	-4568315.662	-4918756.484	-15984325	-15864651	-15984325	-2944706.844	-3006676.436	-2990124.702	-14316.17917	-14315.92522	-14316.17917	-1968.581235	-1828.328058	-1968.581235	-6397.235352	-6349.339355	-6397.235352	-1178.528487	-1203.329913	-1196.70559	217959.5469	217956.3594	217959.5469	37615.1953	35017.5	37615.1953	80559.1875	79696.9375	80559.1875	2860.0813	3783.9751	3548.5183	"1,5,1"	"0.029412,1,2"	"1,5,1"	"1,5,1"	"0.029412,1,2"	"1,5,1"	"2,5"	"2,1"	"2,5"	17.58811831	18.52131369	18.30192099	26.0690705	27.13058118	26.97419776	51.08200455	45.0833168	44.30844879	18932538.78	17290601.03	17299543.4	1393261.012	1901266.758	2051176.712	21543898	19922824	20023936	3165853.185	3161360.135	3178739.072	4790.378218	3858.189713	3859.729876	488.262831	417.0407683	450.4546699	5252.193848	4703.085449	4713.385742	1357.681968	1367.857113	1373.995042	67201.1797	67204.1328	67201.1797	11278.7012	10451.2891	11278.7012	50611.2734	49132.9922	50611.2734	4063.7842	4684.7446	4685.0264	"0.52941,3,2"	"0.5,1,2"	"0.5,5,2"	"0.41176,1,2"	"0.38235,1,2"	"0.38235,5,2"	"1,5"	"3,1"	"1,5"
Steel_2_1_69	11.45258289	7.154280605	12.96903121	11.77479514	8.032689939	13.56124139	58.76726151	14.59493923	33.5366745	-37995758.21	-37529277.68	-37995668.07	-2445430.925	-4906838.81	-2460571.704	-14408186	-16543216	-13957379	-2614137.43	-3766308.597	-2367850.828	-16360.92503	-15936.77719	-16754.46024	-449.0643685	-2083.667227	-1085.005355	-6211.009277	-7025.00293	-6154.598633	-1283.733463	-1599.346156	-1044.119471	261555.4219	229061.4844	261555.4219	4921.6865	37316.543	4921.6865	135040.7969	102218.8203	135040.7969	7278.0913	14744.0869	11208.4756	"1,2,1"	"1,1,1"	"0.03125,6,2"	"1,4,1"	"1,1,1"	"0.03125,6,2"	"2,4"	"2,1"	"2,4"	15.53717985	13.57852241	13.88167843	26.04226378	18.77516637	19.13759777	30.26446342	13.56566143	14.22835827	21444693.89	22617236.67	22378724.27	2529334.489	2439002.37	2573636.104	18080068	19368260	18573832	2766557.898	2899977.415	2946149.908	6855.843581	-15936.8386	-15936.8594	752.5839893	-2189.776611	-2083.665206	5055.618164	-7130.45752	-7025.114258	1279.430586	-671.3011096	-671.2873275	83160.9922	229061.1719	83160.9922	12451.9492	39266.5039	12451.9492	70884.7109	105122.1563	70884.7109	6396.7397	14198.6885	13606.2002	"0.625,1,2"	"0.6875,1,2"	"0.40625,7,1"	"0.5,1,2"	"0.03125,7,2"	"1,1,1"	"1,7"	"2,7"	"1,7"
Steel_2_1_70	12.51324396	10.01475947	14.80355889	13.64502326	11.14330559	16.14222784	50.7909584	24.04173279	22.45803642	-30928997.28	-28895200.9	-30928997	-2244664.282	-3747622.414	-2244786.225	-14317879	-14158033	-14316822	-2679446.039	-3444030.259	-2265011.837	-14003.25473	-12924.75787	-14003.26306	-1016.283015	-1676.296	-1016.338226	-6482.491699	-6332.82959	-6482.013184	-1213.132637	-1540.500485	-1025.495473	241183.0156	189859.6094	241183.0156	14559.6914	29975.873	14559.6914	146636.6875	87140.7813	146636.6875	6817.5176	12793.4248	15199.7715	"0.032258,3,2"	"1,1,1"	"1,3,1"	"0.032258,3,2"	"1,1,1"	"1,3,1"	"2,3"	"2,1"	"2,3"	22.31207827	22.62098903	23.02738167	27.85526171	28.57193903	28.71322517	47.64196777	18.9913578	18.96829987	14284514.31	14284514.31	14962513.53	1679158.407	1679158.407	1790535.727	15337939	15337939	15286705	2776601.887	2738684.791	2651395.558	3277.686285	3277.686285	2829.201373	419.1047629	419.1047629	382.773749	3696.875244	3696.875244	3279.6521	1399.99658	1364.880105	1393.938748	61432.4219	62252.3008	62251.5117	9444.7539	3858.0713	4045.7051	59195.1563	95278.6094	95279.5	4179.8882	10961.459	10962.3887	"0.51613,1,2"	"0.51613,1,2"	"0.51613,5,1"	"0.3871,1,2"	"0.3871,1,2"	"0.67742,5,1"	"1,5"	"1,3"	"3,3"
Steel_2_1_71	0.842862368	0.945817004	0.965121214	3.449592051	3.626515463	3.648913076	18.67826271	21.12539673	20.58705521	-2066883.322	-2066883.322	-1970744.463	-231216.687	-231216.687	-647502.7965	-2795902.25	-2795902.25	-2449672.75	-1540938.731	-1373203.55	-1500592.025	-7349.98408	-6981.750136	-6989.500305	-822.2217327	-2180.669271	-2296.443189	-9942.412109	-8717.816406	-8688.045898	-5479.679383	-5378.281015	-5322.022322	41761.0703	38803.9414	41761.1133	2620.9233	15053.665	1770.5148	73555.25	42879.9297	73525.9375	7495.4995	5574.6123	7282.8945	"1,2,1"	"1,2,1"	"1,10,1"	"1,2,1"	"1,1,1"	"1,10,1"	"2,2"	"2,1"	"2,9"	8.561211504	8.755342936	8.773909492	7.186437395	7.351972415	7.547075809	8.326148987	7.862142563	7.790354252	548182.2724	72319.2314	78041.27749	157363.424	33379.45855	44499.02121	2515579.75	1580871.625	1755632	2021780.865	2249419.78	2207403.544	1944.317433	1944.317433	1978.782965	407.3422818	407.3422818	395.3597105	5798.717285	5798.717285	5768.539551	5233.470459	5115.635056	4985.607255	12691.623	11632.0459	11631.542	476.2357	5085.1382	5579.3262	51308.0625	29567.8281	29568.1836	6035.5181	8722.9863	8724.0752	"0.45455,1,2"	"0.36364,1,2"	"0.36364,10,2"	"0.45455,1,2"	"0.45455,1,2"	"0.45455,10,2"	"1,2"	"3,1"	"1,10"
Steel_2_1_72	9.714233134	8.840027098	10.61696845	10.39025669	9.277367456	11.35581429	45.40553284	18.9375267	19.57733345	-26874108.05	-25707611.52	-26874108.05	-2430723.088	-3724767.1	-2430723.088	-12491470	-9916795	-12491470	-3066882.734	-3999013.117	-2806113.064	-13886.69619	-12946.98702	-13886.69619	-1256.036248	-1875.874154	-1256.036248	-6454.762207	-4994.314941	-6454.762207	-1584.7613	-2013.990444	-1450.012854	216089.25	59926.3672	61404.2891	14539.0234	9182.54	2659.375	145420.3281	53332.625	92301.5	6892.4136	10752.3574	10530.9756	"1,3,1"	"1,1,1"	"1,3,1"	"1,3,1"	"1,1,1"	"1,3,1"	"2,3"	"1,4"	"1,3"	18.1323257	19.03369634	19.27851002	21.83702713	22.68652814	22.87902091	37.43362808	12.25382233	12.00428963	10046952.95	8328827.491	8668374.117	1427665.191	1195178.536	1314196.403	10562199	9634756	9234413	3680546.844	3719622.467	3678995.892	3133.023491	3133.023491	3330.501514	441.8253607	441.8253607	486.6988358	3387.578125	3387.578125	3264.911133	1809.82967	1742.060281	1723.780722	59926.2578	59927.1055	59926.2578	9182.5176	8016.4111	9182.5176	53331.9844	51742.1211	53331.9844	5439.6104	16963.1289	16962.6309	"0.46429,1,2"	"0.42857,1,2"	"0.64286,4,1"	"0.39286,1,2"	"0.39286,1,2"	"0.67857,4,1"	"1,4"	"3,1"	"1,4"
Steel_2_1_73	11.54800778	11.26230515	11.30752513	13.80521905	14.07902736	14.24468459	51.92533875	39.1566658	45.46190262	-7626508.283	-7626499.811	-7626508.283	-1912105.336	-1741533.619	-1912105.336	-3388584.75	-3266758.5	-3388584.75	-1760002.709	-1842513.428	-1797433.546	-7830.411132	-7712.199014	-7710.80383	-380.7957955	-1761.097604	-1914.438734	-5123.592285	-3303.456543	-3424.435059	-1820.190104	-1863.211797	-1819.836143	78047.0781	78047.0156	78047.0781	25279.3887	22864.4902	25279.3887	26475.5762	25074.4023	26475.5762	2931.1108	4351.4932	3485.3245	"0.047619,7,2"	"1,1,1"	"0.047619,7,2"	"1,4,1"	"1,1,1"	"1,7,1"	"2,7"	"2,1"	"2,7"	21.62267283	21.72519357	21.84044706	19.22624183	18.91895098	19.01995024	28.87823677	21.4995079	21.21014786	720471.2659	-7625109.886	-7625128.684	227237.7392	-1729991.858	-1893171.917	2428546.25	-3264473.5	-3386376.25	2600992.634	3640092.342	3639991.385	-7781.463139	-7710.788747	-7710.807455	-839.9570765	-1749.426186	-1914.439372	-3908.064209	-3301.145752	-3424.417969	3183.248408	3237.584604	3237.494811	23442.2246	23442.5293	23442.2246	7794.4326	7003.7158	7794.4326	17926.1152	17635.252	17926.1152	3843.2297	5231.874	5232.6694	"0.33333,1,2"	"0.047619,1,2"	"1,7,1"	"1,2,1"	"0.047619,1,2"	"1,7,1"	"1,7"	"3,1"	"1,7"
Steel_2_1_74	5.115742396	2.261781506	5.402728346	8.732997067	5.87580168	9.391742993	20.75469208	6.951210499	14.69548702	-11665561.48	-11655682.82	-10133716.93	-2656182.07	-2574391.396	-606701.9152	-6803629.5	-6832136.5	-5673148.5	-1397692.175	-3189926.591	-2400020.119	-8987.42714	-11139.12207	-9970.362311	-218.3999486	-2460.275364	-596.9117054	-5525.224121	-6529.285645	-5581.602051	-2703.69741	-3048.525496	-2361.291545	83964.8281	107469.9688	83964.9766	0	29544.2617	0	93253.0703	60166.4453	92948.2891	10901.2725	16259.0967	12704.0674	"1,9,1"	"1,1,1"	"1,7,1"	"1,4,1"	"1,1,1"	"1,7,1"	"2,6"	"2,1"	"2,4"	13.91896802	3.820599963	4.112672312	13.61246272	10.45908799	10.68431486	9.162144661	5.447009563	5.491021156	4850089.446	-11655713.45	-11655682.66	1123692.825	-2783955.403	-2574393.798	5744718.5	-6975369	-6832198	3262507.658	-1754214.955	-1754278.89	3728.544324	-11139.238	-11139.14619	748.8151987	-2660.549948	-2460.27766	3785.923584	-6666.168945	-6529.344727	2798.974778	-1676.455198	-1676.516299	36110.1797	107469.8672	36110.1797	9767.4307	32120.2461	9767.4307	41823.0625	63519.0078	41823.0625	11292.5859	18917.6426	18842.4531	"0.52174,1,2"	"0.043478,9,2"	"1,1,1"	"0.47826,1,2"	"0.043478,9,2"	"1,1,1"	"1,9"	"2,9"	"1,9"
